nr,i1_legid,i1_rcs_p,i1_rcs_e,i1_dep_1_p,i1_dep_1_e,i1_dep_1_place,i1_rcf_1_p,i1_rcf_1_e,i1_rcf_1_place,i2_rcs_p,i2_rcs_e,i2_dep_1_p,i2_dep_1_e,i2_dep_1_place,i3_rcs_p,i3_rcs_e,i3_dep_1_p,i3_dep_3_e,o_legid,o_rcs_p,o_rcs_e,o_dep_1_p,o_dep_1_e,o_dep_1_place,o_rcf_1_p,o_rcf_1_e,o_rcf_1_place,o_dlv_p,o_dlv_e,o_hops,legs
3500,10504,1062,50,240,1213,815,890,813,597,630,119,300,762,308,150,75,120,0,419,1066,88,180,1098,597,1055,995,815,5460,485,1,2
3501,6846,1913,1667,90,299,413,870,513,700,127,23,240,366,128,2315,1626,90,0,5130,2071,2173,150,28,332,90,394,317,300,6784,2,3
3502,5992,4665,4483,135,257,228,585,247,423,10708,10500,240,459,256,1794,1462,240,0,2254,125,27,120,195,423,225,207,349,1705,1300,2,3
3503,11046,130,136,240,169,815,245,342,349,0,0,0,0,0,0,0,0,0,7128,712,917,780,542,349,1381,1159,548,504,1934,2,3
3504,988,1233,936,180,437,671,900,925,349,0,0,0,0,0,0,0,0,0,3367,1745,1633,420,461,349,816,708,609,414,4581,1,1
3505,6937,1674,794,240,1091,128,785,705,431,1044,214,240,1008,815,1595,1490,300,0,5424,1824,1412,90,443,431,1745,1467,700,3780,22827,1,1
3506,10470,893,120,240,956,815,740,501,206,961,133,240,1011,815,1083,924,90,0,7775,4762,2374,90,2417,206,805,555,700,3780,1136,2,3
3507,12925,3592,2815,90,873,671,815,944,700,2481,2290,90,216,671,0,0,0,0,9951,1107,1471,90,952,187,1355,1088,700,3780,16469,2,3
3508,9943,1215,591,240,805,815,665,666,431,397,227,120,180,236,858,653,90,0,5423,549,175,90,439,431,1745,1465,700,3780,992,2,2
3509,0,3721,2869,300,1127,789,1050,1037,128,1845,1800,90,405,245,1040,939,120,0,10017,401,163,180,385,349,840,627,149,6680,136,2,3
3510,5679,1416,1431,240,413,609,770,601,128,0,0,0,0,0,0,0,0,0,11334,673,575,150,215,485,100,50,815,4740,965,1,3
3511,1750,902,161,240,946,456,1015,768,128,232,149,135,160,815,5627,4793,240,0,6785,2015,1257,90,2011,485,1240,898,700,3780,846,2,1
3512,3626,1381,1040,90,390,700,605,204,698,1399,779,90,685,700,1264,668,90,0,8211,1238,1059,90,220,698,600,229,700,3780,7003,2,3
3513,6498,685,159,90,555,700,2320,1527,411,135,82,150,142,166,0,0,0,0,5614,2843,1689,240,1437,411,850,1010,128,3960,242,2,3
3514,11267,100,21,240,273,128,455,195,524,0,0,0,0,0,0,0,0,0,267,2579,1450,420,1499,524,310,223,815,5400,11997,2,2
3515,838,3562,3434,90,173,671,800,394,700,1334,1344,270,173,398,0,0,0,0,4842,1084,778,155,401,187,1185,972,349,1505,1688,2,1
3516,14,294,197,270,303,216,735,569,815,1391,983,270,608,216,8583,7496,150,0,14627,1739,1492,240,427,243,195,420,317,660,3550,2,2
3517,10460,81,49,135,166,815,295,215,485,189,19,135,250,815,88,60,135,0,6711,4016,3528,90,520,485,1250,1079,700,3780,179,1,3
3518,2308,1382,137,360,1545,441,695,745,349,105,41,240,244,403,0,0,0,0,9332,1565,1337,330,517,349,2270,1079,293,1715,1186,2,3
3519,7416,259,90,180,285,281,415,442,349,0,0,0,0,0,0,0,0,0,5501,1226,1095,420,500,349,1041,953,407,474,4856,1,2
3520,3864,2213,111,240,2285,815,740,495,206,0,0,0,0,0,0,0,0,0,13931,4720,3645,90,1109,206,805,533,700,3780,846,1,1
3521,6045,658,401,400,616,700,1210,1266,349,788,474,240,585,413,224,121,150,0,7221,1335,1083,180,372,349,660,462,815,5160,4283,2,1
3522,2514,786,397,90,447,700,1465,1110,527,0,0,0,0,0,0,0,0,0,6138,1616,474,180,1561,527,895,685,149,2580,3060,2,3
3523,609,397,44,165,468,128,1275,1023,413,1279,726,90,581,700,0,0,0,0,6848,1385,565,90,873,413,885,511,700,3780,180,2,1
3524,8531,264,43,165,352,815,910,631,413,0,0,0,0,0,0,0,0,0,5823,1319,1357,300,209,413,1000,760,128,3960,3133,2,2
3525,4017,125,64,240,267,815,845,728,371,0,0,0,0,0,0,0,0,0,6991,460,365,300,351,371,855,799,308,2100,2665,2,1
3526,6722,1297,188,240,1326,128,915,288,411,215,199,150,102,166,205,193,150,0,5682,2962,2862,240,285,411,850,795,128,3660,1398,2,1
3527,10837,124,11,135,190,815,295,220,527,0,0,0,0,0,0,0,0,0,5390,3347,2139,180,1335,527,895,681,149,2580,24595,2,3
3528,5585,2969,1834,600,1550,778,1345,1365,349,2298,2033,120,279,520,426,131,195,0,9063,1335,449,330,1144,349,1040,1063,597,350,699,2,1
3529,4249,1166,235,240,1113,815,640,679,431,0,0,0,0,0,0,0,0,0,3129,358,339,180,134,431,1250,1143,149,6680,3486,1,3
3530,14327,1369,336,90,1082,700,1300,824,349,3643,2753,180,1035,671,0,0,0,0,5530,1026,578,150,568,349,390,1011,317,660,192,1,1
3531,7561,116,144,180,113,815,230,137,128,0,0,0,0,0,0,0,0,0,5710,88,78,240,178,678,1499,318,128,3960,596,1,2
3532,12287,600,130,615,1034,270,465,421,555,0,0,0,0,0,0,0,0,0,6667,2280,1433,300,1114,809,1350,1011,403,3840,1062,2,1
3533,240,352,250,300,337,476,975,957,815,2261,2049,180,332,484,0,0,0,0,5519,3881,3982,300,154,576,840,647,144,4080,1693,1,1
3534,13976,3427,1836,420,1951,341,985,1040,349,0,0,0,0,0,0,0,0,0,12620,572,236,420,687,349,1255,1233,413,420,1669,1,2
3535,5528,1084,149,180,1055,597,1050,821,815,2183,1442,240,924,815,0,0,0,0,11935,356,344,210,162,388,465,645,349,372,1591,1,1
3536,9803,290,0,240,469,815,295,218,527,114,79,135,111,815,381,45,135,0,7269,6921,6380,180,583,527,895,828,149,6960,42947,2,2
3537,3409,348,225,150,257,485,1685,1426,742,2514,1561,90,996,128,588,210,90,0,3065,9986,7482,90,2534,742,665,901,113,3780,332,2,3
3538,12284,475,10,615,1034,270,465,397,555,125,207,240,117,770,1165,1210,420,0,3541,2065,1726,610,913,809,455,276,555,1440,26064,1,3
3539,10161,174,106,240,277,815,285,176,153,3214,2927,240,502,809,0,0,0,0,13609,1806,234,360,1872,153,1495,1594,349,665,233,2,3
3540,3971,95,31,135,175,815,285,254,485,0,0,0,0,0,0,0,0,0,3412,2019,952,150,1202,485,1685,1439,742,2520,1461,2,2
3541,448,2423,1592,240,1040,789,1040,901,128,522,167,120,365,236,82,48,135,0,5774,165,24,150,254,485,410,124,770,1080,0,1,1
3542,6219,2646,1902,90,766,174,625,224,700,2219,934,90,567,206,0,0,0,0,1994,5837,5515,90,353,113,1130,786,700,3780,923,1,3
3543,13386,396,218,120,188,236,390,223,815,0,0,0,0,0,0,0,0,0,5702,4219,1876,90,2382,174,625,248,700,3780,20940,2,2
3544,10967,117,39,135,160,815,290,182,485,0,0,0,0,0,0,0,0,0,3687,1894,891,150,1119,485,1680,1508,742,2580,1481,2,1
3545,8532,232,39,165,348,815,910,644,413,0,0,0,0,0,0,0,0,0,9553,2532,2269,150,356,413,700,742,349,1308,3546,1,1
3546,5398,9438,7559,90,1909,609,1680,1485,187,2613,2047,90,614,128,0,0,0,0,4827,2129,1987,155,227,187,1195,978,349,485,615,2,1
3547,3924,222,64,135,233,815,280,151,485,5745,5641,300,391,609,73,12,135,0,8613,2287,2039,180,401,485,885,1171,149,6960,155,2,2
3548,12967,4204,3337,90,865,700,605,193,698,0,0,0,0,0,0,0,0,0,3275,4602,4211,300,640,698,1115,1037,349,4585,0,2,3
3549,1457,391,49,165,478,128,1275,1004,413,1290,38,165,1372,281,0,0,0,0,8113,1774,1838,240,179,413,1335,1024,349,1675,1159,2,1
3550,3649,1632,1460,180,252,166,2010,1837,349,0,0,0,0,0,0,0,0,0,14478,8982,8711,180,391,413,1060,1286,149,7210,25305,2,2
3551,5935,4102,3265,90,866,456,905,608,700,1469,763,90,747,456,0,0,0,0,8601,1516,1456,150,149,411,585,599,128,4230,2471,1,1
3552,13450,265,12,480,673,476,725,807,349,0,0,0,0,0,0,0,0,0,13792,981,659,180,442,349,230,232,815,6000,3569,2,2
3553,11222,3845,3058,300,1016,485,765,662,144,635,484,150,181,556,525,451,90,0,7786,3076,1907,300,1407,144,785,850,341,4080,2296,2,1
3554,9586,2719,1723,410,1368,411,815,800,349,5977,0,180,6533,452,0,0,0,0,12604,8580,7402,420,1553,349,1220,1083,597,635,4208,1,3
3555,11588,377,147,150,396,128,685,528,783,0,0,0,0,0,0,0,0,0,7111,5935,5727,240,389,783,255,173,815,6000,2837,1,2
3556,1563,1117,460,330,943,349,2049,861,778,0,0,0,0,0,0,0,0,0,3360,1147,365,780,1429,778,170,210,341,762,0,2,1
3557,4610,831,268,90,438,257,575,338,700,0,0,0,0,0,0,0,0,0,9164,1165,405,300,1005,527,755,760,609,1470,77,2,1
3558,5481,1770,1678,300,332,431,900,715,809,0,0,0,0,0,0,0,0,0,8167,811,435,420,706,349,740,477,815,2880,7081,2,1
3559,11393,864,258,150,704,366,130,184,128,0,0,0,0,0,0,0,0,0,9098,365,94,185,385,609,525,525,281,3450,2918,2,1
3560,4069,75,86,240,2338,815,240,271,349,1693,1638,360,355,441,1382,1054,195,0,7246,5797,305,420,5894,349,1454,1296,341,361,899,3,1
3561,97,4602,1212,420,3750,548,855,919,349,0,0,0,0,0,0,0,0,0,8399,1738,947,90,825,349,1215,846,700,3780,122,1,3
3562,6026,842,452,150,504,179,105,111,128,3093,1784,780,2017,349,3317,48,165,0,5684,2599,2457,150,241,413,700,696,128,4230,2630,2,1
3563,10370,150,60,240,306,815,285,168,153,0,0,0,0,0,0,0,0,0,1505,5638,3183,90,2529,153,1365,1229,700,3780,1634,2,3
3564,5917,2901,1937,90,990,456,905,522,700,0,0,0,0,0,0,0,0,0,9607,1453,481,780,1703,349,795,509,431,300,1751,2,1
3565,11800,1820,362,300,1866,609,735,537,281,224,207,150,183,128,103,80,150,0,1293,3997,3932,150,154,610,135,174,128,4230,983,2,1
3566,11591,99,64,150,139,128,685,595,783,175,81,240,262,476,150,85,180,0,11798,903,448,240,656,783,397,237,752,1108,5301,2,3
3567,7676,5850,5097,420,1139,349,1180,1097,597,219,199,210,170,663,0,0,0,0,2058,2702,1614,90,1120,597,915,604,700,3780,1396,1,3
3568,7678,2894,1472,180,1884,452,835,1038,149,1756,1346,630,1540,548,926,548,360,0,9636,2241,556,150,1802,349,1027,983,245,348,12465,2,2
3569,7320,1269,43,165,1276,281,825,752,413,0,0,0,0,0,0,0,0,0,13906,388,340,180,186,413,1060,880,149,6900,2567,1,3
3570,12357,756,229,150,627,281,395,154,128,0,0,0,0,0,0,0,0,0,3177,3755,1600,300,2450,153,295,132,815,5160,15254,2,1
3571,2628,695,49,150,739,391,80,89,281,0,0,0,0,0,0,0,0,0,937,538,597,150,93,134,210,606,128,4230,13415,2,1
3572,9892,670,77,240,781,815,300,204,527,114,56,135,167,815,291,183,90,0,7329,1120,429,180,972,527,895,434,149,6900,4599,2,1
3573,10304,44,38,135,138,815,280,129,485,113,78,135,110,815,95,19,240,0,9847,154,90,180,185,485,570,212,134,2845,103,2,3
3574,13009,471,225,90,287,700,1865,1421,431,2492,158,240,2521,128,0,0,0,0,1026,389,171,180,333,431,1250,1124,149,6680,3541,1,3
3575,1130,1532,134,90,633,257,575,372,700,0,0,0,0,0,0,0,0,0,13115,1850,1369,150,593,485,100,65,815,4740,1468,1,2
3576,13295,1981,1641,240,548,441,976,996,128,275,133,240,322,144,1822,1554,300,0,2206,1939,1890,180,284,388,600,808,511,9420,1278,2,1
3577,2938,1135,1106,120,90,727,80,107,610,48,28,135,123,815,0,0,0,0,1034,1101,500,90,694,527,1380,1017,700,3780,1186,2,3
3578,4407,3085,2605,300,732,671,1045,952,609,0,0,0,0,0,0,0,0,0,5649,1491,1320,240,374,609,770,497,128,3960,303,2,2
3579,9777,190,0,240,370,815,285,314,153,1368,329,150,1168,281,375,288,180,0,1471,5346,3010,90,2470,153,1375,1129,700,3780,2612,2,1
3580,10704,1178,84,240,1284,815,780,767,609,0,0,0,0,0,0,0,0,0,610,13060,13029,300,289,609,710,548,485,1140,1762,2,3
3581,1169,254,302,240,134,770,380,139,128,1412,1066,240,554,128,9635,8864,300,0,3472,2070,1856,610,793,809,435,267,555,3255,9594,1,1
3582,11185,332,94,270,462,349,1115,1074,597,15799,15051,240,948,128,1390,222,240,0,12060,3056,136,250,3109,597,1195,917,349,846,815,2,3
3583,10785,208,209,155,95,134,90,121,610,1028,683,400,684,700,0,0,0,0,5277,1000,591,150,508,610,140,180,128,4230,615,2,3
3584,13093,2367,2119,90,303,671,815,747,700,0,0,0,0,0,0,0,0,0,5082,570,602,360,268,187,1225,1096,349,1675,1070,2,2
3585,11434,757,762,420,341,349,831,621,609,0,0,0,0,0,0,0,0,0,4889,121,0,300,354,609,820,640,815,5760,3670,2,1
3586,9150,232,170,150,163,727,125,166,128,917,220,240,879,456,757,343,90,0,6708,4461,2901,90,1593,485,1250,912,700,3780,1260,2,1
3587,1708,3840,3084,240,951,456,1015,1431,128,2580,1803,180,897,671,0,0,0,0,5119,290,223,150,159,770,110,124,128,4230,2935,2,3
3588,8326,209,44,165,317,815,910,648,413,0,0,0,0,0,0,0,0,0,10229,2780,1981,90,843,413,855,506,700,3780,10546,2,2
3589,10857,409,111,135,375,815,295,185,527,94,87,120,56,727,148,145,135,0,6151,1125,833,180,417,527,895,761,149,6660,2994,2,1
3590,14030,1101,359,240,952,128,785,457,809,721,32,150,800,128,0,0,0,0,12581,575,514,610,635,809,455,366,555,2755,22968,2,3
3591,1757,820,64,240,939,456,1015,863,128,82,62,135,116,815,0,0,0,0,14629,9183,9023,180,302,485,885,845,149,6680,31814,2,2
3592,12103,1126,478,180,768,671,945,754,349,0,0,0,0,0,0,0,0,0,801,1578,1405,780,1083,778,1080,880,349,402,70,1,2
3593,2558,691,129,240,752,815,285,187,153,5846,5693,90,194,113,0,0,0,0,699,4462,1463,90,3096,153,1250,953,700,3780,1759,2,1
3594,10420,1352,156,240,1391,815,760,713,609,0,0,0,0,0,0,0,0,0,13539,9785,8888,300,1151,609,905,889,597,2760,4173,2,2
3595,1664,1159,616,240,745,128,880,679,800,897,31,240,1060,128,0,0,0,0,8569,1679,631,240,1247,800,860,865,128,3960,751,1,1
3596,4872,107,174,240,119,770,380,132,128,1578,1508,240,261,445,0,0,0,0,7781,3145,1979,300,1404,144,785,856,341,4080,2290,2,2
3597,10431,74,46,135,106,815,295,229,485,127,42,135,180,815,1407,1049,90,0,7403,1625,786,150,965,485,1685,1436,742,2520,1426,1,2
3598,10079,85,59,135,103,815,285,257,485,200,131,300,325,308,0,0,0,0,5850,205,252,360,270,485,770,569,609,1140,2464,1,3
3599,12216,1028,908,240,307,752,585,612,128,0,0,0,0,0,0,0,0,0,6863,2968,2861,90,195,413,870,551,700,3780,492,1,2
3600,3385,2658,1920,240,939,456,1015,1111,128,3268,2968,240,493,441,201,126,135,0,5256,5781,5686,150,189,770,110,117,128,4230,1512,2,1
3601,6467,1087,429,90,697,700,970,640,196,4728,4571,90,199,671,0,0,0,0,12202,1321,153,180,2733,196,1485,234,149,2580,3319,2,3
3602,4128,1680,1200,300,737,671,1045,777,609,1137,123,240,1192,815,1112,59,240,0,8072,1765,1659,300,365,609,700,593,485,1140,1627,2,2
3603,11717,785,158,300,897,815,825,795,144,1295,677,780,1388,349,766,249,300,0,2760,3454,2183,300,1523,144,777,920,356,8393,0,1,3
3604,1339,1550,881,300,909,128,780,434,349,0,0,0,0,0,0,0,0,0,12589,330,60,610,846,809,455,384,555,3000,25620,1,3
3605,12633,1017,184,180,962,166,230,169,128,1986,45,165,2061,236,2530,46,165,0,7653,578,502,90,132,413,860,475,700,3780,2623,2,1
3606,8396,4385,4155,120,225,236,390,190,815,812,125,240,899,128,1215,424,90,0,11496,1189,453,210,886,597,740,766,349,1705,817,2,3
3607,10580,988,102,240,1067,815,380,243,524,1323,32,240,1479,815,0,0,0,0,432,581,329,300,498,524,315,216,815,5190,4214,2,3
3608,2706,977,157,240,1027,456,1030,757,128,0,0,0,0,0,0,0,0,0,5360,19189,18960,180,1895,485,945,1232,149,6680,4092,2,2
3609,2606,758,55,135,777,815,300,245,527,145,20,135,205,815,351,23,135,0,5385,1247,763,180,527,527,895,1079,149,6960,150,1,1
3610,11053,13153,12785,180,514,349,840,687,149,0,0,0,0,0,0,0,0,0,13197,190,0,390,547,257,1175,987,349,1265,1172,2,3
3611,3029,1085,932,90,241,671,815,679,700,0,0,0,0,0,0,0,0,0,12621,961,36,90,955,257,575,213,700,3780,27,2,1
3612,10633,193,190,240,200,815,295,185,527,88,70,135,102,815,243,34,240,0,6192,1266,748,180,678,527,895,580,149,7020,8685,2,1
3613,6695,189,101,300,342,809,740,512,485,50,44,120,67,727,0,0,0,0,6977,824,351,180,596,485,885,738,149,6680,59,2,3
3614,3956,1061,53,240,1208,815,760,743,609,0,0,0,0,0,0,0,0,0,8118,1383,1293,240,265,609,765,883,128,3960,246,1,2
3615,13061,904,778,180,252,256,920,782,149,1488,871,180,747,485,0,0,0,0,7700,1244,298,180,1085,149,390,296,127,6960,1280,2,1
3616,12479,604,636,300,235,700,1070,834,128,109,16,135,242,815,156,58,135,0,8594,2482,1994,180,637,485,885,963,149,6960,1462,1,2
3617,12180,4170,199,180,2645,196,1495,2965,149,0,0,0,0,0,0,0,0,0,14653,40503,40476,210,192,326,205,256,349,355,1050,2,3
3618,4261,126,10,135,190,815,285,200,485,0,0,0,0,0,0,0,0,0,6033,1218,872,180,489,485,885,814,149,6960,51450,2,1
3619,10509,81,54,135,105,815,295,177,485,690,101,240,777,815,999,121,240,0,12823,3006,2501,180,656,485,885,639,149,6960,1139,2,1
3620,14106,1160,264,300,1298,308,930,1010,597,119,10,240,301,128,0,0,0,0,3925,5923,5640,90,327,597,1145,934,700,3780,22080,2,3
3621,14378,2169,1730,240,640,128,115,182,485,165,68,135,179,815,0,0,0,0,7288,1964,1041,180,1054,485,885,795,149,6960,1132,2,2
3622,3408,44,35,240,192,815,890,837,597,0,0,0,0,0,0,0,0,0,11133,5882,5754,220,295,597,1080,1131,349,4625,1170,2,2
3623,127,911,46,510,1315,349,925,603,628,0,0,0,0,0,0,0,0,0,9885,2823,1893,150,1061,628,640,676,128,3960,10264,2,1
3624,157,1825,1664,300,546,809,915,779,371,1206,973,300,493,671,0,0,0,0,7366,1541,1441,395,476,371,830,706,325,5280,127,2,1
3625,4789,88,42,135,134,815,890,875,597,2308,18,240,2484,128,181,134,135,0,5029,1140,291,180,969,597,1050,992,815,5160,5991,2,2
3626,12766,2967,659,150,2421,349,5001,754,778,1240,621,120,696,671,438,304,240,0,3352,67,192,780,535,778,614,435,575,1291,30,2,3
3627,12020,427,167,240,451,128,895,595,144,306,264,210,192,388,2542,438,300,0,663,426,35,540,849,144,845,507,349,402,1515,1,3
3628,10951,1195,552,150,732,134,635,579,609,1212,162,240,1233,815,2610,2240,300,0,2712,5335,4414,300,1194,609,905,869,597,2760,1548,2,3
3629,9379,1326,1190,180,254,614,335,206,815,2381,1599,300,1070,789,0,0,0,0,5266,1575,1512,240,253,770,380,119,128,3960,13476,1,3
3630,3520,56,27,135,132,815,295,199,527,0,0,0,0,0,0,0,0,0,12537,825,332,180,612,527,120,163,815,5160,2289,2,2
3631,2677,985,153,240,1015,456,1030,761,128,0,0,0,0,0,0,0,0,0,14610,569,53,300,756,485,295,198,815,4740,1009,2,1
3632,13945,2055,1036,90,1051,206,805,558,700,0,0,0,0,0,0,0,0,0,8350,5731,5534,90,225,113,1130,800,700,3780,947,2,1
3633,5045,787,743,210,254,256,233,127,783,46,20,150,135,128,0,0,0,0,6673,4464,4223,160,329,783,75,93,815,2900,182,2,1
3634,7672,921,64,240,1076,789,1040,1540,128,1725,1770,300,219,609,971,353,300,0,14636,27387,27317,210,246,326,205,296,349,355,914,2,2
3635,7153,385,355,505,503,490,580,813,555,613,0,240,820,128,0,0,0,0,4248,3257,2885,180,422,809,1235,1531,149,6960,11588,2,3
3636,7239,1507,546,330,1248,349,1055,1101,597,1026,78,240,1128,815,2807,2398,90,0,2060,2685,1609,90,1134,597,915,576,700,3780,1494,2,2
3637,3792,499,288,135,289,815,255,215,326,0,0,0,0,0,0,0,0,0,3892,1276,445,300,1011,326,310,150,815,5760,6079,2,3
3638,5126,884,333,150,657,571,125,257,128,0,0,0,0,0,0,0,0,0,5622,1029,128,240,1122,361,3601,3144,128,3960,1556,2,1
3639,14197,149,0,240,364,490,1045,942,128,930,72,240,1077,789,1446,1606,420,0,3607,1727,1719,660,84,261,1290,485,128,3960,27195,2,1
3640,7499,409,187,210,372,663,690,467,500,0,0,0,0,0,0,0,0,0,6967,4467,4285,240,384,371,995,926,128,3960,1808,2,3
3641,6936,1287,640,240,847,128,785,675,431,3688,550,90,3179,700,806,512,90,0,5429,1814,128,90,1751,431,1745,1402,700,3780,891,2,1
3642,5930,2821,1924,90,924,456,905,866,700,0,0,0,0,0,0,0,0,0,1465,4757,1891,90,2950,153,1250,848,700,3780,1261,2,3
3643,6728,99,35,150,173,128,115,131,485,901,62,240,1031,456,0,0,0,0,6762,2771,2467,90,331,485,1240,940,700,3780,321,2,1
3644,11299,1709,466,240,1437,398,820,1944,597,941,54,240,1069,815,0,0,0,0,5110,1138,193,150,1045,597,725,747,128,4230,260,2,2
3645,4518,908,733,90,196,671,795,471,700,2376,2223,90,222,671,2009,1916,90,0,1292,1929,1635,180,414,187,885,1465,149,6960,803,2,2
3646,11454,173,26,240,339,128,780,459,809,996,979,340,465,809,80,370,960,0,5475,3180,3165,610,595,809,435,292,555,2745,14138,2,3
3647,8998,95,19,180,205,391,305,99,527,3544,2982,90,593,700,0,0,0,0,6166,913,397,180,1092,527,895,335,149,6660,1551,2,3
3648,531,1390,864,300,796,216,655,452,485,300,81,240,409,815,351,27,135,0,6191,1203,631,180,743,527,895,704,149,6660,2641,2,2
3649,9523,450,185,150,355,750,140,325,349,1757,602,180,1275,349,2543,1850,180,0,7325,668,395,90,363,699,930,699,700,3780,1068,2,3
3650,5909,199,50,240,349,800,875,846,128,1001,605,180,521,128,0,0,0,0,12313,3669,899,180,2830,388,300,761,261,350,1477,2,3
3651,2588,1123,108,240,1210,815,780,697,609,1306,388,240,1094,815,1106,128,240,0,864,109,0,300,348,609,830,798,815,2880,23052,2,2
3652,12983,1257,652,90,632,700,705,454,403,0,0,0,0,0,0,0,0,0,5531,8057,7935,90,157,403,755,532,700,3780,2279,2,3
3653,13970,1041,650,240,587,128,790,524,809,325,395,435,365,490,420,413,300,0,5215,3456,3006,180,570,809,1235,1234,149,6960,2795,2,1
3654,13102,1894,1701,90,245,671,820,362,700,0,0,0,0,0,0,0,0,0,6126,5138,15015,210,1253,206,730,759,403,1320,1300,2,3
3655,5839,210,261,120,0,594,225,421,134,0,0,0,0,0,0,0,0,0,701,2609,1254,300,1617,609,425,271,555,1560,74,2,1
3656,4092,1240,216,240,1209,815,760,736,609,0,0,0,0,0,0,0,0,0,4952,322,304,300,244,609,825,796,815,5580,4189,2,1
3657,2201,328,227,90,149,700,1285,868,485,0,0,0,0,0,0,0,0,0,6121,10356,8929,180,1144,485,885,845,149,6900,520,2,1
3658,9209,1092,722,90,399,700,905,519,597,0,0,0,0,0,0,0,0,0,412,1010,99,180,1031,597,1055,1030,815,6150,4255,2,1
3659,7055,121,77,120,75,734,705,517,349,0,0,0,0,0,0,0,0,0,808,2969,1488,780,2405,778,1080,1163,349,402,67,2,1
3660,8199,960,548,150,532,349,50,71,815,111,71,135,156,815,0,0,0,0,7307,19238,18899,180,490,485,885,858,149,6680,5961,2,1
3661,11598,364,0,150,557,128,685,530,783,0,0,0,0,0,0,0,0,0,1210,2021,622,240,1596,783,830,686,174,1040,1201,1,2
3662,10433,153,79,240,256,815,285,177,485,0,0,0,0,0,0,0,0,0,12896,1938,743,150,1313,485,1610,1390,742,2520,286,1,1
3663,1823,1695,1800,300,166,690,810,610,555,1575,1205,300,639,671,0,0,0,0,4895,307,225,300,313,609,820,656,815,6060,15273,1,1
3664,14283,2453,2030,90,453,700,880,500,597,0,0,0,0,0,0,0,0,0,413,1139,130,180,1129,597,1055,934,815,5100,1341,2,2
3665,5492,1150,394,240,944,128,815,584,409,2242,29,240,2413,128,0,0,0,0,8557,312,239,240,274,409,765,510,128,3960,592,2,1
3666,8499,283,207,240,272,815,850,729,371,14854,14540,300,584,555,280,231,300,0,7127,1660,1635,300,285,371,840,2642,431,1620,1401,2,2
3667,6889,1498,1396,240,367,371,1055,907,128,3158,2812,300,600,700,1789,801,180,0,4805,3574,1643,900,2786,388,480,491,349,353,833,2,3
3668,2365,3235,3004,90,263,700,805,558,206,1469,1169,90,348,700,414,386,300,0,13943,9307,8243,90,1105,206,805,520,700,3780,695,2,3
3669,483,1435,1044,300,639,555,760,651,371,370,125,300,533,308,0,0,0,0,352,1310,1220,300,422,371,750,770,555,2940,1067,2,3
3670,11357,96,0,240,292,128,780,511,809,281,377,240,98,770,720,0,300,0,12582,725,665,610,634,809,455,366,555,2755,21367,2,2
3671,5724,862,0,150,976,128,1290,1247,286,0,0,0,0,0,0,0,0,0,14488,1938,196,240,1930,286,985,1738,128,3960,10991,2,3
3672,815,5830,5752,300,339,308,800,703,485,948,254,150,784,750,0,0,0,0,13464,945,838,150,234,485,390,173,128,4230,10987,2,1
3673,4718,219,18,135,279,815,280,191,485,189,55,135,223,815,0,0,0,0,14613,657,523,420,494,485,295,49,815,4740,958,2,2
3674,4691,99,75,135,104,815,285,186,485,75,46,135,114,815,0,0,0,0,12889,1955,523,150,1602,485,1610,1343,742,2520,36,2,2
3675,1458,1837,1272,420,938,349,2049,893,778,800,395,210,570,256,2066,1551,180,0,8642,843,1596,1500,642,778,170,224,341,762,0,1,2
3676,4382,1410,33,240,1564,815,760,678,609,1580,1210,300,637,671,0,0,0,0,3869,7322,5800,90,1568,609,2030,1904,206,3780,47520,2,3
3677,6314,4688,4425,90,304,700,705,279,403,923,374,150,652,281,893,392,90,0,10184,1390,1159,240,426,403,1005,958,800,3960,4040,1,2
3678,3139,2350,2752,90,385,671,815,669,700,3073,2891,90,215,671,0,0,0,0,5089,756,537,360,519,187,835,653,349,1675,1185,2,3
3679,14168,2380,696,240,1893,128,1295,1068,286,772,277,180,649,128,2291,2008,90,0,7462,1356,446,180,986,286,1155,990,149,6900,499,2,2
3680,9056,512,424,180,208,349,420,31,815,1630,1150,300,723,671,0,0,0,0,5720,3087,3023,240,276,609,770,609,128,3960,387,2,3
3681,9237,857,163,90,726,700,705,369,403,1207,69,240,1340,128,535,152,150,0,10453,700,490,300,444,403,1055,824,349,846,946,2,2
3682,6663,295,365,435,316,490,585,463,555,700,84,240,821,128,0,0,0,0,12184,1967,1783,150,301,809,455,511,128,4230,25,2,3
3683,1763,2645,104,300,2806,256,805,654,809,130,123,300,265,490,0,0,0,0,12594,1940,1880,610,634,809,455,365,555,2755,27231,2,2
3684,908,383,1272,240,803,281,2281,1049,128,0,0,0,0,0,0,0,0,0,5080,12009,11785,180,334,809,1235,989,149,6680,2051,2,2
3685,11072,153,74,240,258,815,285,405,153,0,0,0,0,0,0,0,0,0,685,4326,1965,90,2415,153,1375,1148,700,3780,891,1,1
3686,5834,818,170,150,733,391,90,42,815,161,78,135,172,815,0,0,0,0,4954,413,161,180,390,485,149,94,327,391,149,2,1
3687,13292,760,139,110,670,377,285,193,485,0,0,0,0,0,0,0,0,0,9560,635,184,360,770,485,780,521,673,4020,120,1,2
